inst,state,city
lansdale school of cosmetology inc,PA,Lansdale
lebanon valley college,PA,Annville
lehigh carbon community college,PA,Schnecksville
miller-motte college-berks technical institute,PA,Wyomissing
lehigh university,PA,Bethlehem
lincoln technical institute-allentown,PA,Allentown
lincoln technical institute-philadelphia,PA,Philadelphia
lincoln university,PA,Lincoln University
upmc st. margaret school of nursing,PA,Pittsburgh
united lutheran seminary,PA,Gettysburg
luzerne county community college,PA,Nanticoke
lycoming college,PA,Williamsport
manor college,PA,Jenkintown
marywood university,PA,Scranton
vet tech institute,PA,Pittsburgh
roxborough memorial hospital school of nursing,PA,Philadelphia
mercyhurst university,PA,Erie
messiah university,PA,Mechanicsburg
aspira city college,PA,Philadelphia
millersville university of pennsylvania,PA,Millersville
misericordia university,PA,Dallas
montgomery county community college,PA,Blue Bell
moore college of art and design,PA,Philadelphia
moravian university,PA,Bethlehem
mount aloysius college,PA,Cresson
muhlenberg college,PA,Allentown
neumann university,PA,Aston
new castle school of trades,PA,New Castle
northampton county area community college,PA,Bethlehem
heritage valley kennedy school of nursing,PA,McKees Rocks
orleans technical college,PA,Philadelphia
salus university,PA,Elkins Park
pennsylvania institute of technology,PA,Media
pennsylvania state university-penn state erie-behrend college,PA,Erie
pennsylvania state university-penn state great valley,PA,Malvern
pennsylvania state university-penn state new kensington,PA,New Kensington
pennsylvania state university-penn state shenango,PA,Sharon
pennsylvania state university-penn state wilkes-barre,PA,Dallas
pennsylvania state university-penn state scranton,PA,Dunmore
pennsylvania state university-penn state lehigh valley,PA,Center Valley
pennsylvania state university-penn state altoona,PA,Altoona
pennsylvania state university-penn state beaver,PA,Monaca
pennsylvania state university-penn state berks,PA,Reading
pennsylvania state university-penn state harrisburg,PA,Middletown
pennsylvania state university-penn state brandywine,PA,Media
pennsylvania state university-penn state dubois,PA,DuBois
pennsylvania state university-penn state fayette- eberly,PA,Lemont Furnace
pennsylvania state university-penn state hazleton,PA,Hazleton
pennsylvania state university-main campus,PA,University Park
pennsylvania state university-penn state greater allegheny,PA,McKeesport
pennsylvania state university-penn state mont alto,PA,Mont Alto
pennsylvania state university-penn state abington,PA,Abington
pennsylvania state university-penn state schuylkill,PA,Schuylkill Haven
pennsylvania state university-penn state york,PA,York
peirce college,PA,Philadelphia
penn commercial business/technical school,PA,Washington
pennco tech-bristol,PA,Bristol
pennsylvania academy of the fine arts,PA,Philadelphia
pennsylvania gunsmith school,PA,Pittsburgh
cortiva institute,PA,King of Prussia
pennsylvania college of art and design,PA,Lancaster
university of pennsylvania,PA,Philadelphia
the university of the arts,PA,Philadelphia
cairn university-langhorne,PA,Langhorne
philadelphia college of osteopathic medicine,PA,Philadelphia
community college of philadelphia,PA,Philadelphia
university of pittsburgh-bradford,PA,Bradford
university of pittsburgh-greensburg,PA,Greensburg
university of pittsburgh-johnstown,PA,Johnstown
university of pittsburgh-pittsburgh campus,PA,Pittsburgh
university of pittsburgh-titusville,PA,Titusville
beaver falls beauty academy,PA,Beaver Falls
pittsburgh institute of aeronautics,PA,West Mifflin
pittsburgh institute of mortuary science inc,PA,Pittsburgh
pittsburgh technical college,PA,Oakdale
pittsburgh theological seminary,PA,Pittsburgh
point park university,PA,Pittsburgh
joseph f mccloskey school of nursing,PA,Pottsville
the salon professional academy-altoona,PA,Altoona
reading area community college,PA,Reading
reading hospital school of health sciences,PA,Reading
reconstructionist rabbinical college,PA,Wyncote
walnut hill college,PA,Philadelphia
robert morris university,PA,Moon Township
rosedale technical college,PA,Pittsburgh
rosemont college,PA,Rosemont
saint francis university,PA,Loretto
saint joseph's university,PA,Philadelphia
saint vincent college,PA,Latrobe
saint vincent seminary,PA,Latrobe
schuylkill technology center,PA,Frackville
university of scranton,PA,Scranton
seton hill university,PA,Greensburg
upmc shadyside school of nursing,PA,Pittsburgh
sharon regional school of nursing,PA,Sharon
laurel technical institute,PA,Hermitage
shippensburg university of pennsylvania,PA,Shippensburg
slippery rock university of pennsylvania,PA,Slippery Rock
saint charles borromeo seminary-overbrook,PA,Wynnewood
south hills beauty academy,PA,Pittsburgh
south hills school of business & technology,PA,State College
st lukes hospital school of nursing,PA,Bethlehem
the beauty institute,PA,Stroudsburg
susquehanna university,PA,Selinsgrove
swarthmore college,PA,Swarthmore
thaddeus stevens college of technology,PA,Lancaster
talmudical yeshiva of philadelphia,PA,Philadelphia
temple university,PA,Philadelphia
theological seminary of the reformed episcopal church,PA,Blue Bell
thiel college,PA,Greenville
thomas jefferson university,PA,Philadelphia
triangle tech inc-pittsburgh,PA,Pittsburgh
triangle tech inc-greensburg,PA,Greensburg
triangle tech inc-dubois,PA,Falls Creek
trinity episcopal school for ministry,PA,Ambridge
ursinus college,PA,Collegeville
university of valley forge,PA,Phoenixville
valley forge military college,PA,Wayne
venus beauty academy,PA,Sharon Hill
villanova university,PA,Villanova
washington health system school of nursing,PA,Washington
washington & jefferson college,PA,Washington
waynesburg university,PA,Waynesburg
welder training and testing institute,PA,Allentown
west chester university of pennsylvania,PA,West Chester
western pennsylvania hospital school of nursing,PA,Pittsburgh
westminster college,PA,New Wilmington
westminster theological seminary,PA,Glenside
westmoreland county community college,PA,Youngwood
widener university,PA,Chester
wilkes university,PA,Wilkes-Barre
williamson college of the trades,PA,Media
wilson college,PA,Chambersburg
yeshivath beth moshe,PA,Scranton
york college of pennsylvania,PA,York
yti career institute-york,PA,York
brown university,RI,Providence
bryant university,RI,Smithfield
johnson & wales university-providence,RI,Providence
new england institute of technology,RI,East Greenwich
new england tractor trailer training school of rhode island,RI,Pawtucket
providence college,RI,Providence
rhode island college,RI,Providence
community college of rhode island,RI,Warwick
university of rhode island,RI,Kingston
rhode island school of design,RI,Providence
roger williams university,RI,Bristol
salve regina university,RI,Newport
empire beauty school-warwick,RI,Providence
northpoint bible college,MA,Haverhill
aiken technical college,SC,Graniteville
allen university,SC,Columbia
anderson university,SC,Anderson
charleston southern university,SC,Charleston
technical college of the lowcountry,SC,Beaufort
benedict college,SC,Columbia
bob jones university,SC,Greenville
southern wesleyan university,SC,Central
charleston cosmetology institute,SC,Charleston
college of charleston,SC,Charleston
charzanne beauty college,SC,Greenwood
northeastern technical college,SC,Cheraw
citadel military college of south carolina,SC,Charleston
claflin university,SC,Orangeburg
clemson university,SC,Clemson
clinton college,SC,Rock Hill
coker university,SC,Hartsville
columbia international university,SC,Columbia
columbia college,SC,Columbia
converse university,SC,Spartanburg
denmark technical college,SC,Denmark
erskine college,SC,Due West
florence-darlington technical college,SC,Florence
francis marion university,SC,Florence
furman university,SC,Greenville
greenville technical college,SC,Greenville
horry-georgetown technical college,SC,Conway
kenneth shuler school of cosmetology-north augusta,SC,North Augusta
kenneth shuler school of cosmetology and nails-columbia,SC,Columbia
lander university,SC,Greenwood
limestone university,SC,Gaffney
medical university of south carolina,SC,Charleston
midlands technical college,SC,West Columbia
morris college,SC,Sumter
newberry college,SC,Newberry
north greenville university,SC,Tigerville
orangeburg calhoun technical college,SC,Orangeburg
piedmont technical college,SC,Greenwood
presbyterian college,SC,Clinton
university of south carolina aiken,SC,Aiken
university of south carolina beaufort,SC,Bluffton
university of south carolina-columbia,SC,Columbia
university of south carolina-lancaster,SC,Lancaster
university of south carolina-salkehatchie,SC,Allendale
university of south carolina-sumter,SC,Sumter
university of south carolina-union,SC,Union
coastal carolina university,SC,Conway
south carolina state university,SC,Orangeburg
university of south carolina-upstate,SC,Spartanburg
sherman college of chiropractic,SC,Spartanburg
spartanburg methodist college,SC,Spartanburg
spartanburg community college,SC,Spartanburg
central carolina technical college,SC,Sumter
tri-county technical college,SC,Pendleton
trident technical college,SC,Charleston
voorhees university,SC,Denmark
williamsburg technical college,SC,Kingstree
winthrop university,SC,Rock Hill
wofford college,SC,Spartanburg
york technical college,SC,Rock Hill
augustana university,SD,Sioux Falls
the salon professional academy,SD,Rapid City
black hills state university,SD,Spearfish
dakota state university,SD,Madison
dakota wesleyan university,SD,Mitchell
paul mitchell the school-rapid city,SD,Rapid City
lake area technical college,SD,Watertown
avera mckennan hospital school of radiologic technology,SD,Sioux Falls
mitchell technical college,SD,Mitchell
mount marty university,SD,Yankton
national american university-rapid city,SD,Rapid City
kairos university,SD,Sioux Falls
northern state university,SD,Aberdeen
oglala lakota college,SD,Kyle
presentation college,SD,Aberdeen
avera sacred heart hospital,SD,Yankton
south dakota school of mines and technology,SD,Rapid City
south dakota state university,SD,Brookings
sinte gleska university,SD,Mission
university of sioux falls,SD,Sioux Falls
sanford medical center,SD,Sioux Falls
sisseton wahpeton college,SD,Sisseton
southeast technical college,SD,Sioux Falls
stewart school,SD,Sioux Falls
university of south dakota,SD,Vermillion
western dakota technical college,SD,Rapid City
american baptist college,TN,Nashville
arnolds beauty school,TN,Milan
tennessee college of applied technology-athens,TN,Athens
austin peay state university,TN,Clarksville
baptist health sciences university,TN,Memphis
belmont university,TN,Nashville
bethel university,TN,McKenzie
bryan college-dayton,TN,Dayton
carson-newman university,TN,Jefferson City
chattanooga state community college,TN,Chattanooga
christian brothers university,TN,Memphis
pentecostal theological seminary,TN,Cleveland
austin's beauty college inc,TN,Clarksville
cleveland state community college,TN,Cleveland
columbia state community college,TN,Columbia
concorde career college-memphis,TN,Memphis
tennessee college of applied technology-covington,TN,Covington
cumberland university,TN,Lebanon
lipscomb university,TN,Nashville
tennessee college of applied technology-dickson,TN,Dickson
hussian college-daymar college nashville,TN,Nashville
dyersburg state community college,TN,Dyersburg
